child_id,stroke_id,point_index,x,y,time,touchPhase,fingerId,accx,accy,accz,color,zone,completionPerc
634504f786788e3d894241ab,8,2,494.0,61.00003,458.657318,Moved,1,-0.0544891357,0.504303,-0.794189453,RedDefault,Bound,36.7088623
634504f786788e3d894241ab,8,3,496.0,61.00003,458.690643,Moved,1,-0.0466918945,0.5411835,-0.9246521,RedDefault,Bound,36.7088623
634504f786788e3d894241ab,8,4,496.0,54.0,458.723969,Moved,1,-0.109710693,0.557739258,-0.8277588,RedDefault,Super outside,36.7088623
634504f786788e3d894241ab,8,5,496.0,46.99997,458.7573,Moved,1,-0.09413147,0.5186615,-0.8150177,RedDefault,Super outside,36.7088623
634504f786788e3d894241ab,8,6,496.0,43.00003,458.790619,Moved,1,-0.07748413,0.541122437,-0.9494171,RedDefault,Super outside,36.7088623
634504f786788e3d894241ab,8,7,496.0,39.0,458.823975,Moved,1,-0.1631012,0.498687744,-0.7924957,RedDefault,Super outside,36.7088623
634504f786788e3d894241ab,8,8,495.0,34.00003,458.8573,Moved,1,-0.139175415,0.488174438,-0.7600403,RedDefault,Super outside,37.1308022
634504f786788e3d894241ab,8,9,495.0,31.00003,458.890625,Moved,1,-0.1782074,0.56993103,-0.7289276,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,10,493.0,28.00003,458.92395,Moved,1,-0.05834961,0.5590973,-0.7814331,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,11,492.0,27.0,458.957275,Moved,1,-0.08547974,0.4608307,-0.7493286,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,12,492.0,27.0,458.990631,Stationary,1,-0.193344116,0.533309937,-0.728302,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,13,491.0,27.0,459.023956,Moved,1,-0.160354614,0.5395813,-0.855392456,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,14,490.0,27.0,459.057281,Moved,1,-0.0988464355,0.5469055,-0.9239197,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,15,488.0,25.99997,459.0906,Moved,1,-0.112289429,0.518493652,-0.77911377,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,16,487.0,25.99997,459.123962,Moved,1,-0.144775391,0.5054016,-0.7138672,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,17,487.0,25.99997,459.1573,Stationary,1,-0.08866882,0.5134735,-0.7714844,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,18,486.0,25.99997,459.1906,Moved,1,-0.08148193,0.5514221,-0.801712036,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,19,486.0,25.99997,459.223938,Stationary,1,-0.0246276855,0.670822144,-0.8083191,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,20,486.0,27.0,459.257263,Moved,1,0.0295257568,0.6569519,-0.716690063,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,21,485.0,28.99997,459.290619,Moved,1,-0.006378174,0.5816803,-0.757461548,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,22,484.0,33.0,459.323944,Moved,1,-0.11151123,0.7859802,-0.7464142,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,23,484.0,34.99997,459.357269,Moved,1,-0.238830566,0.873687744,-0.443603516,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,24,482.0,39.0,459.3906,Moved,1,-0.225738525,0.940368652,-0.512237549,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,25,481.0,40.99997,459.42392,Moved,1,-0.279785156,0.869979858,-0.5279541,RedDefault,Super outside,37.552742
634504f786788e3d894241ab,8,26,478.0,42.0,459.457275,Moved,1,-0.215332031,0.866165161,-0.42836,RedDefault,Super outside,37.552742
